customer_id,customer_name,total_spent
afeb9d7c-764b-453d-85c0-835a1b594aee,Mary Ruiz,101404.31
251a55da-a0e7-472b-bdbd-8fb11fe1b55c,David Riggs,101351.45999999999
fdfe5e33-a43b-4827-9d9e-e98d788d5b0a,Jo Morgan,101002.46
e04d0eae-367a-451e-9a97-567772674d2d,Nicholas Turner,100960.41
05aaae22-f75f-4c87-80f9-1c01eca02f3e,David Bennett,100956.03
9d1df215-2d29-4f16-bea3-397a7991c034,Dustin Perry,100866.18
71607120-923a-4fca-a438-809a79994831,Margaret Dyer,100813.34
978160ae-8132-48f0-957d-370b2d26bee3,Cathy Williams,100798.63
98cc9ee3-ced9-4f09-ace5-f8c25bd63e14,Krista Cole,100763.10999999999
f8273bb3-35f0-4de8-916c-acefdee7e158,Kenneth Hicks MD,100362.67
eebf5f84-9f31-44f0-ba3f-8e54c7f68a07,Justin Vaughan,100310.49999999999
1ce3282c-2beb-4ea3-b369-540c3f44be6a,Jeffrey Hanson,100289.41
48a99810-1b98-43cf-b42e-ec3dce70d0b8,Savannah Case,100112.73999999999
03b12d5b-797a-4727-85ba-a1e0fde974bf,Seth Mcdonald,99787.14000000001
9c257fde-d45d-4b55-8eb0-6b44b732696c,Sheila Stevens,99521.59000000001
a899c034-db4a-4f44-a658-c43664fa7a8f,Ruben Johnson,99172.22000000002
78bc7a5e-5a73-4279-b545-8d0a0272bedf,Patrick Lawson,98998.71999999999
daa56f3e-b749-4c00-9823-097392735099,Courtney Baker,98755.48
d91bd63c-4649-4034-a609-490dc91f2302,Emily Wong,98355.99999999999
b4c9232a-865c-4b0d-8f61-a54fb718a203,Roberto Daniels,98352.79000000001
469849ef-5bda-4402-b537-99d75003c0c6,Michele Wilkinson,98294.76
90140e4b-8f6b-4388-885c-57264f8214e4,Nicole Hampton,98264.93
7f62112d-c1c9-44c1-afe5-0c1cb09c84c2,Chad Copeland,98115.04000000001
2a690f0c-bea1-41d5-938f-be65541bfa8a,Ryan Barry,98102.63
91dc70fc-91a9-47ec-9437-b8596a3736a2,Stephanie Nichols MD,98068.87
c5a15a91-976f-4bc2-86cb-5d95ffdc546a,Alicia Burton,97855.29000000001
58c85b1a-78a0-46bf-8914-d15824f39daf,Daniel Lucas,97854.62000000001
437c64e0-2170-4dfe-a2e6-3349c1df0b8e,Jean Wallace,97397.29000000001
e3bb662b-9f6a-4461-8b97-e382f51cc97a,Christopher Salas,97293.57
ed3267b7-f41b-4539-9cc0-e8b14b5e3ecf,Nicole Garcia,97224.75
ed68c110-2f1e-432a-8c27-7f429c9dd9e6,Nicholas Hall,97013.48999999999
9aa0333b-edb7-462c-8755-c3222a44d3ea,Dustin Thompson,96918.87
2f98867b-70ff-44b8-9998-78fe9cbe49b6,Danielle Riddle,96854.67000000001
3eb07305-baad-4238-ab5c-4cd33cf696ef,Danny Bush,96654.03
d138fe6b-4745-47ee-a2dc-68461bc74f1a,Bradley Perry,96625.94
422750f0-3010-4e5f-a159-4af0761bc77c,Michael Austin,96489.71999999999
ff3b295d-73b9-4cbb-a790-056889fa8872,Maurice Stanley,96405.65
2b3609aa-55c0-4690-97c4-d9e7389c5fd4,Kylie Ruiz,96398.95
58e93dda-dffe-4d38-bbe1-20f89cffbdd0,Kevin Ayers,96356.41
12d15a3d-612e-4e66-8a81-f39c6646506b,Cody Lopez,96300.89000000001
1adc0b2c-291c-4ef3-8cf8-0ea73b20009b,Julia Turner,96261.47
e7654630-7692-4f1d-bf5a-90f5e3b8b748,William Brown,96245.23000000001
a195e409-791f-41fd-962e-36bb2f12d48a,Monica Barker,96108.22
bbc9ee0d-1464-46e8-b09e-b4e9079a1eac,Stephanie Carroll,96093.89000000001
6d8a8528-dc25-4489-be1f-87f5cf1076f1,Jason Gonzalez,96084.86
97da8975-9c11-4e41-a0b0-09c31423e3cb,Melody Perez,96067.07999999999
70a8f939-c5ad-4f43-bdfc-d9718f769858,Samuel Garcia,95958.95999999999
19d7a70f-080a-4d4c-ac49-55cf3745b27d,Daniel Marshall,95896.14
b40a839c-ea2c-42cc-89b9-ea9edc584def,Kelly Gardner DVM,95893.44999999998
ce6a4b63-aeb5-4fbd-8154-b9b45079f7a8,David Gardner,95839.15000000001
20e3928b-d2d2-4bd8-a78e-e1f79116b1b2,Colleen Brown,95830.14
2936864c-2dc3-4577-870a-25b7a50a50d4,Andrew Chaney,95826.41
b7c1d844-e6d1-4ae8-a79a-645283b0c063,Christopher Bray,95804.66000000002
04e6a73d-814b-4993-833f-fb431587d9cb,John Gibson,95769.75
aae1452d-406e-4ce9-a988-439500ba8951,Kimberly Schultz,95668.61
fb299816-7141-4e87-ad10-a9b2225a8279,Amber Stewart,95653.07
62be185d-27ee-4f05-9621-4965e2d0c8d1,Jessica Lewis,95515.97000000002
11925f41-b91f-4f89-a216-e461cec501d4,William Hall,95485.31
39ba782d-fce5-4861-bc37-799cd13d874c,Robert Mcconnell,95473.16999999998
f1640c18-0784-4c0e-afc2-dc146d88fbfa,Andrew Phillips,95449.87000000001
af0e0bdc-6c47-476d-9137-2064bb12929e,John Pittman,95449.5
468cdd09-4233-4eac-9f4b-c40efbfec508,Joe Reyes,95072.01999999999
ae6fecee-4903-42b1-b5a1-2c53f109d327,Justin Henson,94998.78
ec4af414-5813-4925-9431-8705c8089beb,Charles Nelson,94869.95
f9c32a2f-5f62-4b85-bd20-e120c4475ac0,Joseph Mcdonald,94703.64
8307c860-8c94-4510-a038-e6b36978e330,Ashley Martinez,94601.0
f000bb35-1680-4f16-8ce6-6d58615471c2,Mr. Gabriel Haney MD,94560.3
771f43cf-65b0-45c7-934b-1af181c6a9eb,Kristy Marquez,94552.72
6c24d60f-88c3-42c3-9bbf-48422a0d0431,Nancy Bailey,94395.39000000001
22c78fa2-2eb2-4dc5-8586-aa61469a675e,Rachel Scott,94357.7
e283e492-441e-4ff2-b44a-336876a36b4c,Christopher Stewart,94236.26
203dc78a-7650-4346-b80f-c4fc045190f3,Ryan Miller,94066.93000000001
dea91c4c-ef9a-4540-9204-17bfc99186a5,Courtney Harris,93947.8
fe9e31d0-6b0b-4926-9b85-75a1bae11487,Stephanie Owens,93943.51
1cf0a6ae-d501-4886-be50-5491928a8891,Nathaniel Bowers,93788.70999999999
e30fe2f0-d788-469e-a417-79a37839dc74,Edward Cline,93725.32
f92589ff-25ef-44cc-b6a5-c4bd569feea3,Shane Newman,93683.6
9659a034-c12e-44fd-b904-3e2be567c13f,Cody Williams,93654.66
9a11c746-1c0d-49a7-b0e2-28661f754015,Brian Williams,93619.26000000001
1b329d96-70d4-4b70-a8fc-cc81bc7f7ea9,William Gibson,93608.29999999999
145234ba-f99d-419d-9618-06d219bf4793,Gary Ramsey,93587.52000000002
f45cc341-6a3e-4f24-830b-3a2d3d97cdf9,Stephanie Harris,93522.52
70270fd6-fa35-4e99-9828-085e0684516a,Alicia Olson MD,93484.79999999999
371fc9dc-ac44-416e-8b5b-9e40d1b8e444,David Shaw,93451.45999999999
00a971a3-bd2a-4cdb-9e21-7fb92bef8b44,Patricia Hamilton,93417.22999999998
f232708c-7b73-4602-b87a-413ac2a31684,John Hernandez,93155.26000000001
aa8e6d31-3ccd-4db7-9dd2-a8485ac461d8,Robin Lawrence,93074.99
deb69be3-15e7-4c7f-a947-7f27cbc6b581,Natasha Baker,92976.93
5e59ed93-2d8a-421b-b0e0-ea2856d35aec,Andre Campbell,92932.27000000002
0005ef58-600b-4656-a193-3ad49731e2d6,Dawn Williams,92899.09
01b8de2c-6877-4cf8-ad05-c6b5d45ea2b1,Alicia Foster,92807.6
a9d377ec-7326-410a-9033-ada72ceb8560,Gloria Cooper,92758.41
1c421bdd-91b5-42bd-8fd1-f91a1491f4f0,Jessica Cortez,92691.93000000001
6c08bda9-ad8f-4898-bc83-5f08e669d3b7,Stephen Pierce,92648.6
a5bc2872-3a6e-44e1-b1e9-6325e8f5c3a6,Tommy Jones,92583.4
b828294f-b61d-4e04-b958-6a6e1ddda35b,Zachary Taylor,92564.88
32b28a63-1a79-4edf-a213-86fd7d0a6f4d,John Davis,92473.51000000001
49e3cb03-8b56-4b3b-9b31-b3abcf517ab0,Ricky Mosley,92466.75
31d13df1-e62b-4a7a-908d-54976991770d,Tony Cruz,92451.19
84d71350-ad44-41ad-9e9e-df082c0c6a6d,Diana Norman,92373.61
8541bcc2-c198-4b6c-a7c4-ff326de64414,Douglas Williams,92142.78
4465bc1f-2aa3-4354-9822-12c114ba6f47,Emily Shaw,92127.54
2ad66c43-3db8-443a-b1ab-f2b614208399,Corey Charles,92069.15
57fee009-0ab8-4778-b6f9-34e508b50fe2,Kenneth Martinez,91932.86000000002
3694cbf3-3139-4f9a-a176-d661b63fbdec,Samuel Hayes,91820.57999999999
d938ed60-88c7-4839-b879-0ef4f5eb7135,Jasmine Huff,91622.83
a5f5ebeb-3ef3-46b2-8382-6ee647489d4a,Joseph Peterson,91621.97
b9f88225-0ca9-4bbf-bc2d-2ea33a878572,Cheryl Peterson,91577.29999999999
28544a61-3d0e-452c-9633-4feddbccc06b,Shannon Weaver,91533.94
1285b48c-4696-465b-a88b-56bd96651c33,Kathryn Watts,91460.51999999999
054e953f-f874-4a80-a06b-2d6b830ae82b,Nicole Ramirez,91399.06
e24b4aa8-1477-4632-a95d-2da00c8d23f9,Thomas Walker,91385.68000000001
88d7df87-75f7-42ab-a5ab-cf3551eaf3df,Linda Stanley,91350.46
3aa8184d-2623-49dd-a2e5-87c1038d39f5,Robert Robertson,91306.8
c4f98bbf-c9ac-42ee-a3ba-4b9e203c33f2,David Moreno,91289.73
1599767f-d227-42a1-8343-cd214594b14f,Alexis Hines,91260.93000000001
2cb6defd-f94b-4512-a2bd-80b3282de021,Brandon Summers,91235.94
3103a95b-6c7c-4eba-9ab3-1f3fb41992a9,Henry Patel,91210.93000000001
1a812443-200c-485a-b0b0-2f76d3d92886,Jonathan Rogers,91210.02
ce34138b-a6fc-4992-87e5-a7c6f0e82758,Lisa Hendrix,91193.2
cc270b13-579f-4d97-b29a-d34be83e9150,Megan Adams,91182.59
4fb6dc1e-bacd-4963-a373-10e85ea95b29,Mark Roth,91136.26000000001
7519920a-8a97-4f58-8314-cfb5713f40db,Debbie Harris,91029.66
b37beadb-d8e4-4cdb-a4cf-1805db01e964,Laura House,91017.95
a5e0a007-6f90-4485-afb0-4d8577020ad7,Steven Joseph,90902.12
672ca639-381f-4b24-a6ec-a4d2eb2f842d,Brandy Young,90841.5
8724fff7-8deb-44eb-801c-d88ca7ee22e2,Mary Parsons,90839.79
1faff746-2aef-4a25-a2d1-ddb2fdc2c686,Elizabeth Chen,90815.95999999999
17dd9a0c-52f8-405f-b16f-ac692686ce28,Lindsey Robinson,90783.51
063e07fa-fb59-4317-b356-4210f482a594,Robert Holmes,90756.05
837180a5-22e7-4574-aa0a-d869f04e90f9,Wesley Brown,90711.81
5ef52f23-47aa-4ce0-9994-cfe760ea5b6c,Mark Lopez,90701.29999999999
b831fb94-9287-4552-b317-a26329abe919,Thomas Stevens,90619.70000000001
f44f87b4-a702-494f-b9a2-d0e49dff9b84,William Harvey,90617.16
b8bbd064-5d9f-4442-847f-aaa7dd30664a,Joyce Carr,90513.74
681f9b0f-5f2b-467e-97f2-9be499c1cb34,Mary Rivas,90461.49
7fe43e9a-24c6-471e-aee8-5cc83f765041,Mark Lowe,90447.48000000001
71ef340e-335f-42fe-8c0f-bd01d45f9c76,Michelle Perkins,90412.69
538f4671-9182-4c97-9047-af78870e1fc6,Linda Brown,90387.03
91337f8d-76f8-41bd-aca0-72c61062cd41,Nichole Velasquez,90313.70000000001
250308b4-092a-4058-9a1f-ba65e57df91e,Austin Campbell,90298.62
3a038673-96b6-4f24-84a0-5e451fc97e3e,Matthew Schneider,90295.11
3cfa8831-1cdf-4e54-b926-b5e0c9e94a12,Katrina Richardson,90207.67
fa1a0f7b-0a62-4138-8a16-696b8793e69f,Jennifer Stanley,90165.55
2e4d1bac-5b0b-4528-9e17-965ac1caebb5,Katherine Wilson,90106.72
356bab08-0230-4c5d-abd8-e73dbd00c525,Christopher Johnson,90046.15
cf95f8e5-45ba-4be7-a66f-ffcb74d1394b,Casey Knight,90013.51
e9cca264-8aaf-4050-841e-8f9224709bb1,Amanda Mason,89870.26000000001
e2e33f47-a1ef-40a4-ae23-d72bbdba6fcb,Johnathan Lee,89725.49
a6806938-ed41-402d-a58c-57b64a5f804e,David Graham,89570.59
8cf93aa7-dc9d-45d3-a054-1091f2106434,Neil Franco,89322.09999999999
02d1b6a7-e5a2-4e76-8018-5ffe22549fe0,Jeffrey Cortez,89294.75
f6d84789-de25-4cad-b38e-dc8bcff977a8,Joshua Sanchez,89124.25
67de82f1-cc96-4169-95e9-bb8c4ae9d087,Amy Davis,89069.07999999999
37266b0a-1834-4027-85a6-2218edef54c4,Rebecca Green,89065.01
3b43008a-50ad-4672-a5e3-9a2cb149d06e,Sean Lawson,89061.87
060602fc-dea0-4859-83f3-bf25d7dd6f33,Shaun Gardner,88997.43000000001
e63ba506-aef4-491c-a6e0-8d0ebc12c7b7,Katie Valdez,88977.70999999999
9f38eaa4-25d3-4542-a721-6d0c06974609,Mark Garza,88865.19999999998
a231e69e-2276-45b3-b746-3db8be3771eb,William Jones,88859.31999999999
14fc2b2e-0f42-47ea-a191-7125a8131d3a,Christopher Bryant,88807.75999999998
d9cd9f28-4169-43bf-b9d6-9364f2c31eea,Stephanie Oneal,88792.66
4236ffec-bd44-4b40-8c6a-f87a66c186bc,Jason Patel,88741.95999999999
eeb9948b-e28d-4fe4-8ba6-ccf1908da6ee,Joshua Larsen,88730.85999999999
b41a42dd-07fe-4bec-9753-3f0f5a60a7de,Laura Allen DVM,88676.33
ff53f333-d76f-4770-801e-0dbcf0fc655d,Sherry Chang,88633.32
18f9b3eb-dd5c-42c6-a44f-1592428f5b61,Kim Pearson,88568.84999999999
d780d24d-b8ba-4d3d-b376-eed4d391da14,Julie Ingram,88541.89
2f2084c8-add4-47b8-9982-b81861ee595e,Anita Townsend,88444.06999999999
38e29283-95f8-4e36-a04b-e412fed95ba5,Natalie Buck,88433.4
43b5ea51-fbe0-463f-84f7-1ccd8b418434,Alicia Richards,88404.94
cc73edf3-d63e-414b-a5e1-659e5455d511,Michael Mack,88254.8
eaef05b6-12c8-4c90-816c-c7ea94387c79,Heather Jones,88188.18
c94c716f-6794-4ca6-95f6-2386edd2b366,Jaime Arias,88171.48
957ed9dd-9c7f-4b43-b8af-2c7a26cd822d,Noah Gibbs,88124.29
7b6a0270-5c38-40cc-9903-46972565486e,Lisa Moore,87829.04000000001
b11c4f25-6ab3-44c8-8274-85157c370f76,Albert Williams,87780.32
f916b54e-17f3-4b77-a586-a1e2382ecfb8,Samuel Cuevas,87740.37
afd6e97b-b14c-4054-b218-55f34baae65e,Edward Williams,87729.70999999999
0f9db2b3-5741-48cb-b027-2e7e6a1d8e3e,Kristen Lee,87700.23
0e485270-edfa-426a-b031-e8ef7b5b0efa,Andrew Mcgee,87651.02
41107c68-449e-430c-9e5a-b7be697df147,Tara Clark,87557.49999999999
992abb80-592c-4c94-b008-db35885fc70d,Sherri Parker,87459.4
6979e8b7-4ba5-4a74-8a6e-a6e3958e53b5,Michelle Mendoza,87415.70999999999
a7fecd24-bcd3-4f91-bee8-9ee31b55c100,Terri Powers,87355.12
be7ac434-7f62-45ea-92ce-974164105697,Mark Hall,87292.63
7c19770f-404c-490d-8086-2e047f04aa3b,Jessica Poole,87251.83
eed2e47b-8e78-4424-bfef-6c90b47ea042,Charles Clark,87183.76
33baad9f-c653-4a00-8b83-f210a91c491d,Michelle Adams,87097.0
9262aa21-e944-4c95-a8b2-168399ab1544,Jason Johnson,87062.0
7bd0f0d6-2036-4e9c-81b2-4fe58f1dcdfa,Connie Foster,87047.09999999999
2fe520c4-1834-4fc6-87d2-4aff437a563a,Martin Hawkins,86972.98999999999
964e5be9-134a-4f0d-ace2-6abb1a892efc,Megan Sullivan,86883.37
741dd88a-3e5d-4a78-a169-e725b78591a8,Allen Orr,86865.98000000001
0e655d5d-decd-4413-ab98-da0a65a55049,Stephanie Rivera,86865.85
6f25a51a-999e-49ea-9771-4ccefcd867e9,Jose Luna,86832.29000000001
fe1422a1-05e2-47ec-b8f9-a0eb7fb23109,Alexander Howard,86755.51000000001
0be66a60-c61b-4924-9e5f-807080f9df3a,Matthew Cruz,86753.07
b76e7e22-8ad3-42f1-bfb7-91d81fe53b29,Thomas Hernandez,86689.68000000001
58c2830d-7711-42a7-994a-49940dbaf28d,Christopher Walker,86615.43999999999
a3205f16-f50f-4766-9d47-384b1fd51179,Amanda Ford,86600.38
57ceef78-6758-46ed-a01b-6d24854b0d1d,Alan Gardner,86460.16
5ee9e907-a56d-46cb-84a7-c0100ebde0a2,Nicholas Compton,86442.90000000001
892989a8-85b6-498f-8336-58984203afa5,Richard Dawson,86419.83
b8325cf8-f5d3-4fd7-a9c5-f69fadeb41e8,Rachel Jensen,86375.94
8e6e39a4-0187-4a97-a24a-52e05a105417,Brian Dennis,86358.72
59c30d09-79a6-4cce-8bf4-560b7cabc7ec,Christine Sweeney DVM,86277.98
649c54da-3dd4-47cf-a6c9-8ccb6e333dbc,Dave Erickson,86178.44
c6d1f1b2-3515-4d4c-8af7-272a2148cbc8,Daniel Simpson,86083.36
c476adf5-c9a5-4124-b320-8b49dd63b6cc,Charles Moody,86059.43
977c81b7-3438-4750-8926-8109a24163e1,Francisco Andrews,86055.76
a4ed253e-0262-4e41-833a-fb954c5cfb3b,Hector Wright,85963.54999999999
007332d7-e805-4b34-81f4-740f52926256,Mary Nelson,85951.87
adcfd1d9-448c-42af-9dbe-d00dcf80ee5c,George Vargas,85863.27
6584b8f8-1615-4b51-b8b6-996005d6b539,Tracey Bailey,85773.98999999999
2a03ae2c-ed7b-4f78-95e7-1f7f59177fd8,Gary Bennett,85721.89
0fc5f9f5-533c-4a5d-a975-64df665e37f0,Mrs. Mary Schmidt,85705.87
c6634073-18d3-4754-b726-3fc6320c3451,Matthew Powell,85558.98000000001
89a807d3-876f-4f71-b331-8d566051918d,Matthew Marquez,85535.15000000001
1aebcddb-6e08-4573-8d82-bb9441509771,Brittany Jones,85525.79000000001
f4502134-2da8-490d-9c77-80e211ee1912,Jesse Mckee,85525.21
d943594e-4bb5-48c5-adc3-93578db906a1,Kyle Davis,85432.9
973940ea-375d-452f-9fe0-fe5c7e186657,Denise Williams,85375.95999999999
418c3584-b9ff-4115-b6b8-490f03d4783d,Taylor Byrd,85325.63
9b9df6eb-2c63-4eaf-bc26-794f3478a308,Kevin Collins,85275.47999999998
1b6b99f9-9bac-4b53-9958-98251018bd62,Deborah Henson,85265.1
347af420-989d-463f-9a94-fcaf274bf1db,Joseph Haney,85224.28
4487a32d-c879-4d25-812b-734a87f993fa,Jessica Ramsey,85219.36000000002
1773758c-2809-46f8-945f-3c2f2d5015e8,Kristin Reed,84982.73999999999
